index,latitude,longitude,primary_fuel,energy
21656,11.1847,-60.7378,Oil,others
21784,40.242,38.1859,Hydro,others
20065,33.5352,126.5961,Oil,others
810,-33.2355,116.0688,Coal,others
3235,-23.2646,-52.4797,Biomass,others
20132,34.8414,127.6929,Gas,others
6719,27.8581,113.1195,Coal,others
15819,-8.1136,112.2869,Hydro,others
7305,28.5289,102.8072,Hydro,others
25169,40.5916,-74.2,Gas,others
2386,-20.479,-48.4015,Biomass,others
6079,23.0929,113.5648,Coal,others
15906,28.0524,57.7784,Gas,others
983,23.8094,90.2433,Oil,others
4205,46.7405,-71.6955,Hydro,others
22294,51.5128,-2.67,Biomass,others
6219,30.1032,122.185,Coal,others
17625,19.57,97.316,Hydro,others
28289,38.3967,-82.8088,Waste,others
20254,39.3711,-5.0166,Hydro,others
26469,37.4383,-122.1094,Gas,others
27993,35.1381,-81.5975,Hydro,others
19866,48.9638,18.1454,Hydro,others
17468,31.2222,-109.6081,Gas,others
4838,-26.3984,-70.0387,Oil,others
25138,41.6244,-93.5845,Coal,others
7935,28.24,98.53,Hydro,others
4182,54.5838,-110.3934,Gas,others
21808,39.1953,27.6357,Coal,others
213,-26.9955,-65.166,Gas,others
21132,66.5024,20.3797,Hydro,others
3229,-12.8486,-58.9261,Hydro,others
32394,21.4785,-158.0581,Other,others
3876,45.8869,-72.4841,Hydro,others
6739,32.0942,109.9196,Hydro,others
8248,31.383,101.58,Hydro,others
17964,59.929,9.9635,Hydro,others
4116,50.9989,-59.0621,Hydro,others
28094,41.4961,-94.3272,Oil,others
336,40.1138,44.5038,Gas,others
33757,39.145,-75.5482,Oil,others
22024,53.3718,-1.9681,Waste,others
18407,16.1462,120.6837,Hydro,others
24778,38.3622,-82.1256,Storage,others
32265,45.1834,-113.8853,Oil,others
15892,36.7434,49.4022,Hydro,others
21244,47.5748,8.4733,Hydro,others
22202,57.0045,-3.0814,Hydro,others
34423,35.6908,-100.2403,Gas,others
2193,-10.7008,-47.7939,Hydro,others
13007,49.9774,9.0687,Coal,others
13638,49.728,6.6245,Hydro,others
20076,35.9632,127.705,Hydro,others
29794,36.1357,-118.7889,Hydro,others
24203,53.5909,-0.3571,Biomass,others
1467,-22.4888,-47.3903,Oil,others
22705,53.0215,-1.1144,Waste,others
2086,-25.7833,-52.1333,Hydro,others
16192,44.2256,7.3817,Hydro,others
26311,39.0394,-76.9825,Gas,others
3975,53.16,-99.2863,Hydro,others
34838,21.476,104.0403,Hydro,others
12629,51.1821,12.3733,Coal,others
21236,46.477,8.8013,Hydro,others
19490,46.368,143.353,Oil,others
15946,30.2118,47.8179,Gas,others
4261,52.9345,-132.1282,Hydro,others
1170,-3.7737,-38.5321,Oil,others
17695,53.3185,6.9544,Gas,others
7551,27.38,101.55,Hydro,others
3670,47.9073,-65.863,Coal,others
4877,-37.2864,-72.351,Biomass,others
99,-39.2145,-70.9157,Oil,others
8793,44.04,88.64,Gas,others
15869,30.3413,48.2424,Gas,others
2872,-16.6694,-54.7358,Hydro,others
20084,37.0075,126.7953,Gas,others
13903,14.26,-90.797,Oil,others
15129,18.6814,73.4948,Hydro,others
7301,35.49,103.55,Hydro,others
19258,69.7044,170.2903,Coal,others
29957,39.7169,-92.9458,Oil,others
3510,-19.8511,-50.3456,Hydro,others
34788,14.6967,107.8258,Hydro,others
2922,-8.7735,-54.9572,Hydro,others
10264,61.4991,23.7871,Hydro,others
9318,7.9911,-75.5946,Coal,others
1472,-2.5268,-44.2972,Oil,others
6384,23.0655,113.4984,Coal,others
10478,44.8542,0.4864,Hydro,others
23200,50.8985,-0.2878,Waste,others
4240,45.1755,-67.2929,Hydro,others
21834,40.097,31.6954,Coal,others
18132,59.7776,7.7258,Hydro,others
18063,59.4627,7.9391,Hydro,others
11364,43.0554,-0.8787,Hydro,others
27596,44.3968,-122.3502,Hydro,others
22323,56.1744,-4.5474,Hydro,others
9345,10.4755,-84.9989,Hydro,others
28764,39.8662,-77.1648,Oil,others
17463,25.7192,-100.1017,Gas,others
29359,67.7266,-164.5384,Oil,others
10105,-16.7844,-179.9777,Oil,others
2199,-21.4717,-46.7957,Biomass,others
31511,40.1094,-74.4978,Storage,others
1080,50.8504,4.3488,Waste,others
27094,43.9786,-75.8861,Hydro,others
33436,33.8534,-118.33,Cogeneration,others
4875,-28.4673,-71.2573,Coal,others
31903,39.3908,-119.7546,Geothermal,others
20231,43.3514,-5.1292,Hydro,others
937,40.6036,49.6332,Gas,others
1667,-19.9183,-49.1458,Biomass,others
19329,53.377,83.7713,Gas,others
3948,45.4792,-75.6552,Biomass,others
11770,50.2308,3.8653,Gas,others
15678,-6.9039,107.6186,Hydro,others
29961,42.2527,-88.64,Storage,others
3884,45.4827,-71.6623,Hydro,others
27373,37.1867,-120.4903,Waste,others
30726,38.6373,-121.2202,Hydro,others
3210,-16.5352,-51.4803,Hydro,others
24929,40.8966,-79.479,Hydro,others
6958,25.63,115.7,Hydro,others
30440,43.8719,-75.1364,Hydro,others
4744,45.2816,-75.9593,Biomass,others
28064,30.6547,-91.28,Gas,others
16021,31.0303,35.3644,Gas,others
8133,38.9804,110.4498,Coal,others
29835,47.9362,-122.2469,Storage,others
3170,-15.1957,-43.8748,Biomass,others
4766,-37.7103,-71.8169,Hydro,others
1665,-23.1627,-54.3845,Biomass,others
503,-42.8883,147.2888,Waste,others
19856,1.4655,103.7996,Gas,others
20233,28.3548,-16.3727,Oil,others
16377,38.8759,16.6569,Gas,others
34910,12.1526,108.3787,Hydro,others
32903,62.0515,-163.1726,Oil,others
31325,43.9574,-70.0242,Hydro,others
9894,-4.7779,14.9059,Hydro,others
30260,38.3569,-78.6767,Biomass,others
30410,44.2859,-72.7103,Hydro,others
8270,30.31,102.44,Hydro,others
27116,42.4622,-92.6264,Oil,others
1279,-27.0667,-52.4833,Hydro,others
7203,39.0539,117.4131,Coal,others
30181,35.6497,-82.5992,Hydro,others
14,41.6796,19.8305,Hydro,others
28542,41.6789,-87.42,Cogeneration,others
13954,14.15,-90.841,Biomass,others
1222,-2.7028,-44.3415,Coal,others
4818,-34.2049,-70.5257,Hydro,others
11438,48.4623,1.4458,Biomass,others
26534,33.6758,-116.1714,Gas,others
6953,27.4433,114.5316,Hydro,others
69,35.4608,-1.2295,Gas,others
30743,37.3811,-93.3514,Waste,others
23840,51.6982,0.2595,Waste,others
30152,45.1786,-89.685,Hydro,others
18393,7.0731,125.6128,Oil,others
34843,10.603,107.04,Gas,others
17154,31.9559,11.1447,Gas,others
26978,42.2602,-94.0692,Oil,others
18180,23.5542,58.1993,Gas,others
14497,31.5425,77.7786,Hydro,others
26765,38.3855,-76.4098,Gas,others
1240,-22.1522,-53.7618,Biomass,others
26425,42.4518,-71.7377,Storage,others
14415,19.4496,75.0382,Biomass,others
30346,43.1039,-77.6103,Gas,others
32442,34.9665,-96.7258,Gas,others
5481,39.0262,121.5494,Coal,others
7376,28.76,111.21,Hydro,others
9253,29.97,91.877,Hydro,others
28827,38.7417,-89.6847,Oil,others
1107,-17.2424,-64.5409,Gas,others
9051,41.38,126.51,Hydro,others
17066,47.7853,67.7444,Coal,others
30220,27.6417,-81.9625,Gas,others
12680,48.0627,10.4866,Oil,others
3718,49.3231,-117.6198,Hydro,others
1706,-22.47,-50.7793,Biomass,others
1793,-23.8608,-46.3623,Coal,others
588,-42.6112,146.8457,Hydro,others
20050,34.9105,127.7424,Gas,others
25706,44.1706,-72.0994,Hydro,others
1302,-15.7318,-47.8961,Oil,others
21433,38.6106,68.7726,Oil,others
26115,34.2338,-80.6558,Gas,others
3621,45.1829,-76.1267,Hydro,others
3466,-23.5435,-46.6266,Oil,others
13055,48.6701,10.1506,Gas,others
33303,37.8667,-78.3813,Gas,others
12067,-21.325,55.4909,Biomass,others
27606,40.2461,-88.6388,Oil,others
17810,12.394,-86.5418,Geothermal,others
25199,45.45,-93.24,Storage,others
6980,27.52,115.13,Hydro,others
28985,35.7693,-80.826,Waste,others
11904,44.47,6.269,Hydro,others
19394,55.7606,49.1255,Gas,others
34161,41.7697,-88.28,Gas,others
27677,45.9135,-90.4475,Hydro,others
3827,46.4746,-80.8183,Hydro,others
18122,66.3106,13.5635,Hydro,others
31921,40.6359,-74.1058,Oil,others
677,-32.5802,151.0719,Coal,others
19215,59.7814,60.1756,Coal,others
17582,34.8,-5.6,Gas,others
13194,52.577,9.1101,Biomass,others
27690,40.365,-105.236,Hydro,others
2249,-18.8894,-48.2485,Oil,others
1487,-9.8639,-62.1658,Oil,others
29810,43.6544,-96.2019,Oil,others
23833,51.5248,0.318,Waste,others
215,-31.8919,-60.0106,Oil,others
23719,51.4939,0.4244,Waste,others
33489,40.7973,-122.7626,Hydro,others
18193,34.8617,72.0359,Hydro,others
16012,53.2735,-8.0403,Biomass,others
796,-26.5922,120.2185,Oil,others
19020,37.1605,-7.5836,Waste,others
192,-23.1258,-64.3069,Oil,others
14500,30.2666,75.1661,Coal,others
14902,13.6763,75.0462,Hydro,others
5770,39.8061,118.0861,Coal,others
32164,40.6551,-73.9441,Gas,others
5057,-27.492,-70.3818,Oil,others
5575,34.3486,117.9318,Coal,others
3315,-21.4453,-51.4256,Biomass,others
10573,43.921,5.925,Hydro,others
979,23.6112,90.6007,Gas,others
9072,27.774,99.2624,Hydro,others
5878,36.5295,104.2271,Coal,others
28717,40.328,-74.8049,Storage,others
16147,46.3371,10.6129,Hydro,others
1260,-19.843,-40.0747,Biomass,others
30751,48.9078,-121.8142,Hydro,others
23647,52.4546,0.3521,Biomass,others
7257,22.21,114.11,Gas,others
16073,44.4742,7.0183,Hydro,others
690,-41.7295,146.2176,Hydro,others
17401,18.5866,-96.6583,Biomass,others
2748,-23.2092,-47.2964,Hydro,others
2835,-12.7276,-60.1283,Biomass,others
33501,43.8284,-94.4369,Oil,others
4819,-38.4528,-71.8194,Oil,others
19021,40.6024,-8.2945,Hydro,others
17900,64.0433,11.0835,Hydro,others
19607,61.1044,28.8394,Hydro,others
18080,61.117,10.4709,Hydro,others
27163,18.3359,-66.6663,Hydro,others
4001,49.2479,-125.3837,Hydro,others
16251,46.3063,9.3823,Hydro,others
30301,44.6611,-84.1317,Hydro,others
2237,-23.0895,-49.9321,Biomass,others
7766,36.9147,101.7062,Coal,others
13103,51.9832,11.8766,Gas,others
20868,42.5103,-5.873,Hydro,others
22296,51.6431,-3.8325,Waste,others
34775,20.8082,105.3233,Hydro,others
32567,48.4481,-122.4331,Waste,others
17446,19.9825,-100.2524,Hydro,others
2688,-7.9058,-35.2847,Biomass,others
20022,35.3774,128.551,Hydro,others
33482,38.2392,-107.7581,Hydro,others
18670,40.6566,-8.5973,Waste,others
2772,-31.5482,-53.6733,Coal,others
25817,38.6183,-121.0564,Gas,others
22637,57.346,-4.7627,Hydro,others
1221,-5.0321,-42.4358,Oil,others
20212,40.364,-2.8289,Hydro,others
20087,34.9103,128.1085,Coal,others
2675,-22.6083,-46.4417,Hydro,others
8009,35.8581,117.6958,Coal,others
19867,47.88,17.5384,Hydro,others
87,-14.7333,15.0333,Hydro,others
4666,49.4601,-117.4842,Hydro,others
21233,46.3339,9.5179,Hydro,others
29155,44.1427,-121.2697,Hydro,others
177,-34.9344,-58.016,Oil,others
12472,42.2006,42.7258,Hydro,others
31550,32.1561,-81.1586,Biomass,others
17097,29.0359,48.1536,Gas,others
25016,38.0297,-120.9297,Waste,others
14048,64.129,-21.0266,Hydro,others
20235,37.5732,-0.9392,Gas,others
4112,48.8473,-79.1497,Hydro,others
5070,-32.7493,-71.4812,Coal,others
8311,29.2408,102.23,Hydro,others
20458,39.8964,4.2597,Gas,others
11158,45.0601,6.2836,Hydro,others
6381,31.7652,120.1234,Coal,others
21101,59.3623,17.8241,Biomass,others
30094,38.3893,-97.6111,Gas,others
33510,36.1871,-119.3751,Biomass,others
935,40.9487,46.168,Hydro,others
3780,49.7709,-74.8568,Biomass,others
15723,-5.9924,105.9849,Gas,others
31278,34.9556,-118.844,Gas,others
2528,-22.2988,-41.873,Gas,others
14022,47.7384,17.8033,Gas,others
25658,38.4532,-107.3375,Hydro,others
21037,-26.1778,31.9073,Biomass,others
16544,34.8352,136.9609,Coal,others
11792,44.514,1.1878,Hydro,others
24495,52.2477,-1.4434,Waste,others
267,-29.1808,-58.0793,Oil,others
6416,26.8944,119.3279,Hydro,others
21463,13.492,100.8416,Gas,others
30863,57.7316,-152.507,Oil,others
16236,43.1962,10.8323,Geothermal,others
27119,39.6208,-106.0662,Hydro,others
28050,34.1271,-84.0334,Waste,others
7154,22.825,103.4953,Hydro,others
10134,60.7,26.85,Hydro,others
8695,26.48,111.58,Hydro,others
3035,-13.2656,-59.0194,Hydro,others
19739,18.25,42.578,Oil,others
30975,32.5163,-84.9969,Hydro,others
7361,23.5297,100.1603,Hydro,others
1699,-21.5947,-48.3636,Biomass,others
2721,-24.522,-49.9395,Biomass,others
15803,1.7427,98.7792,Hydro,others
7743,40.42,124.68,Hydro,others
17659,-22.9575,14.5053,Oil,others
4152,50.0036,-82.1649,Hydro,others
14038,64.9471,-15.7931,Hydro,others
4485,52.0997,-106.7057,Biomass,others
34869,12.3729,108.8374,Hydro,others
13242,47.8561,12.1341,Waste,others
26495,37.075,-80.5847,Hydro,others
18895,41.7688,-7.95,Hydro,others
18623,50.1331,18.8465,Coal,others
20055,35.5901,128.3543,Hydro,others
19308,54.2258,45.1602,Gas,others
25688,33.6157,-114.6865,Gas,others
21204,64.55,16.75,Hydro,others
17965,62.4772,6.8586,Hydro,others
17459,32.5981,-115.6297,Gas,others
20210,42.65,-8.9,Oil,others
27343,43.814,-84.3767,Hydro,others
5056,-22.091,-70.2126,Coal,others
28003,38.0175,-121.7587,Gas,others
17343,19.0856,-96.1464,Gas,others
693,-37.3272,145.8605,Hydro,others
31385,31.7645,-106.3913,Gas,others
29936,44.1988,-94.003,Gas,others
1907,-22.368,-46.9325,Gas,others
34453,34.0035,-98.5535,Oil,others
27670,44.5275,-74.8492,Hydro,others
25244,41.7807,-89.6894,Oil,others
1938,-21.9166,-42.2549,Hydro,others
27957,39.7475,-79.8389,Gas,others
26122,38.8288,-120.5371,Hydro,others
28117,42.4673,-104.9555,Hydro,others
25366,42.6944,-74.9242,Oil,others
25185,41.949,-74.2063,Hydro,others
26548,32.2408,-110.9483,Gas,others
33159,29.0728,-95.745,Gas,others
18611,49.4068,20.3336,Hydro,others
18083,66.3008,14.2484,Hydro,others
30098,32.1761,-85.0272,Biomass,others
17,40.4874,19.434,Other,others
5117,32.1131,109.5711,Hydro,others
28154,42.5025,-74.9836,Hydro,others
34206,32.2752,-92.7277,Biomass,others
16903,34.3373,132.9572,Coal,others
6070,23.78,106.77,Hydro,others
31253,38.2569,-120.8507,Hydro,others
21017,15.2381,32.4857,Hydro,others
26159,33.8581,-117.8617,Gas,others
5505,38.8753,115.4332,Coal,others
5024,-37.093,-72.3164,Oil,others
770,-32.9145,115.917,Gas,others
31184,45.4431,-89.7342,Gas,others
11393,44.663,2.664,Hydro,others
12913,51.5122,13.9711,Gas,others
24940,33.6724,-117.8538,Storage,others
34418,38.2285,-122.0752,Gas,others
19163,45.04,24.29,Coal,others
30643,37.8503,-94.3444,Oil,others
12888,49.9882,9.1558,Gas,others
4907,-40.9849,-72.8861,Hydro,others
1759,-20.1818,-48.6887,Biomass,others
5805,26.53,119.065,Hydro,others
4288,52.6832,-108.1715,Gas,others
23306,50.8898,-0.3172,Storage,others
30402,45.8771,-93.2951,Oil,others
29343,45.808,-88.1251,Hydro,others
28459,40.8145,-73.9399,Oil,others
1410,-6.752,-43.5641,Hydro,others
29038,42.2488,-84.3767,Gas,others
14123,33.1815,75.3155,Hydro,others
29013,40.8079,-96.7107,Gas,others
15949,35.6743,44.0751,Gas,others
29829,31.5461,-84.0675,Biomass,others
21396,23.5072,120.4352,Gas,others
26717,36.0372,-117.7981,Geothermal,others
25748,34.1256,-84.9222,Coal,others
30041,37.4057,-121.9494,Gas,others
2837,-12.4533,-45.1917,Hydro,others
32330,45.2333,-88.0678,Hydro,others
2234,-16.6302,-49.3205,Oil,others
26308,30.3974,-97.8426,Gas,others
13583,51.6431,12.2289,Gas,others
2561,-26.2125,-49.3926,Oil,others
3187,-18.9909,-50.5386,Biomass,others
33798,37.348,-113.765,Cogeneration,others
10040,29.8757,31.3194,Gas,others
27382,42.4407,-92.4205,Gas,others
27655,41.6917,-83.4378,Petcoke,others
1517,-22.7486,-44.9056,Hydro,others
27333,42.7184,-84.5581,Coal,others
7505,23.023,104.3933,Hydro,others
4002,44.2752,-77.7954,Hydro,others
3248,-26.0494,-52.1767,Hydro,others
25607,35.0361,-114.1594,Gas,others
21166,57.6924,11.8905,Gas,others
2734,-21.7989,-41.3338,Gas,others
15142,25.196,81.6594,Coal,others
11397,43.0418,-0.6556,Hydro,others
15943,36.0084,43.9169,Gas,others
5891,38.5557,100.2728,Hydro,others
18467,51.7297,18.1062,Coal,others
28632,44.5306,-74.9331,Hydro,others
2096,-23.529,-46.7825,Oil,others
190,-38.2472,-57.8242,Oil,others
8855,26.1872,104.1106,Coal,others
1914,-19.1178,-50.6456,Hydro,others
21046,64.102,17.2891,Hydro,others
24767,39.3733,-74.4369,Gas,others
1106,-16.1925,-68.1405,Hydro,others
11908,47.7197,1.5783,Nuclear,others
20276,42.1718,-1.6773,Gas,others
27151,44.8867,-89.6272,Hydro,others
21074,63.2713,17.1987,Hydro,others
19231,53.575,49.2453,Gas,others
892,47.0847,9.8744,Hydro,others
10955,49.8873,1.4359,Biomass,others
13126,54.3394,10.1766,Coal,others
1153,-29.0648,-51.6749,Hydro,others
14930,22.823,69.5532,Coal,others
1001,26.0383,88.4256,Oil,others
1376,-23.8397,-47.6531,Hydro,others
14143,27.8453,73.2,Coal,others
21025,18.6667,32.05,Hydro,others
34807,22.1379,102.9839,Hydro,others
7717,22.32,114.04,Oil,others
3596,49.4933,-115.3624,Hydro,others
3955,48.6439,-85.7659,Hydro,others
6805,27.9119,110.7919,Hydro,others
10431,49.3852,2.231,Biomass,others
34202,39.266,-76.6295,Gas,others
2715,-23.383,-46.983,Hydro,others
2224,-21.2913,-44.6224,Hydro,others
1459,-23.4628,-46.5333,Oil,others
26792,35.1302,-77.1679,Waste,others
22770,52.8746,-2.2467,Biomass,others
12825,53.426,10.3359,Hydro,others
535,-39.9388,143.892,Oil,others
15227,29.5169,78.7574,Hydro,others
15881,37.3457,45.2651,Gas,others
12579,48.6283,10.2008,Biomass,others
28041,43.8393,-85.426,Gas,others
28253,35.8067,-85.6341,Hydro,others
1101,27.1104,89.5313,Hydro,others
19455,43.0048,131.9163,Gas,others
30770,45.5106,-92.979,Oil,others
32137,42.0933,-79.2478,Gas,others
19395,55.3333,86.0833,Coal,others
31608,41.3431,-88.1014,Waste,others
30018,38.8244,-104.8333,Coal,others
29173,21.3564,-158.1289,Oil,others
981,23.9186,90.6926,Oil,others
1618,-27.35,-52.7667,Hydro,others
28619,40.4128,-120.4774,Gas,others
7825,36.5849,101.4945,Coal,others
27177,29.9861,-90.4414,Gas,others
34410,38.2393,-95.6898,Nuclear,others
685,-27.3388,153.0344,Waste,others
25412,33.1662,-117.0166,Hydro,others
21392,35.737,36.362,Gas,others
2454,-20.865,-42.355,Hydro,others
10600,43.4072,4.8676,Gas,others
24925,34.1637,-84.7282,Hydro,others
21587,14.3324,100.6382,Gas,others
30625,40.0614,-111.7294,Gas,others
1194,-1.502,-48.6165,Oil,others
34641,10.0739,-69.3228,Gas,others
3209,-27.44,-53.5614,Hydro,others
1912,-29.1306,-53.3156,Hydro,others
19728,-1.989,29.633,Hydro,others
8255,33.1706,104.2592,Hydro,others
33244,41.1189,-77.4709,Oil,others
3519,42.2855,23.0342,Coal,others
25869,41.4609,-84.527,Oil,others
18715,41.6204,-7.7394,Hydro,others
10221,65.35,26.0833,Hydro,others
13733,53.5658,8.1462,Coal,others
1250,-3.1257,-60.0281,Oil,others
8214,31.2389,103.4917,Hydro,others
6125,39.036,106.3846,Coal,others
436,-23.1521,113.7762,Oil,others
19972,-28.772,20.7431,Hydro,others
2512,-22.5,-45.3333,Hydro,others
17758,-38.6158,176.1425,Hydro,others
31381,42.5825,-88.0436,Waste,others
18598,49.7809,19.2115,Hydro,others
31816,47.8043,-116.8673,Gas,others
26345,36.8139,-97.1253,Gas,others
732,-26.7758,151.9146,Coal,others
18288,-11.3248,-75.3006,Hydro,others
15041,34.2154,77.1842,Hydro,others
16254,44.993,7.6755,Gas,others
16196,45.9767,12.3033,Hydro,others
2396,-21.3488,-55.4292,Biomass,others
3120,-8.283,-35.0255,Oil,others
2843,-26.6547,-52.9433,Hydro,others
32615,43.5708,-70.5583,Hydro,others
4045,52.8413,-119.3524,Hydro,others
15480,19.0018,72.8967,Gas,others
2501,-22.0056,-47.4406,Oil,others
18049,58.9281,7.0838,Hydro,others
7844,36.57,112.21,Gas,others
31456,48.2325,-103.9528,Gas,others
27649,43.3084,-73.6376,Waste,others
28357,38.7,-83.8181,Coal,others
7591,37.5931,120.4704,Coal,others
5905,37.809,100.0036,Hydro,others
23928,52.5769,-0.204,Gas,others
26688,37.3762,-121.9731,Oil,others
26363,42.1989,-79.3186,Waste,others
10201,61.6317,21.4068,Coal,others
11950,46.4087,5.8761,Hydro,others
17319,28.4682,-100.7003,Coal,others
1142,43.2989,17.794,Hydro,others
29329,37.3831,-98.0704,Gas,others
29594,43.2806,-122.4025,Hydro,others
18495,51.1234,17.0241,Coal,others
1371,-21.9983,-44.4039,Hydro,others
21220,47.3383,7.2449,Hydro,others
33955,44.0696,-122.835,Hydro,others
4359,50.5501,-117.9484,Hydro,others
10034,30.1239,31.2376,Gas,others
9413,23.1592,-81.9538,Oil,others
7762,27.0512,106.1261,Coal,others
33362,45.4111,-91.2183,Hydro,others
32409,41.2691,-79.8134,Coal,others
26080,34.1511,-118.7236,Waste,others
21771,38.2264,39.1353,Hydro,others
29014,33.6602,-82.1961,Hydro,others
1718,-22.9192,-43.4408,Gas,others
14704,15.316,76.2507,Coal,others
23807,50.828,-4.352,Biomass,others
25142,33.9397,-77.9905,Gas,others
32003,35.3445,-94.7755,Hydro,others
18438,51.2679,19.3265,Coal,others
5877,32.8547,104.8564,Hydro,others
5140,30.6,115.45,Hydro,others
17980,61.5815,9.8421,Hydro,others
13792,4.8833,-1.75,Gas,others
27700,38.6714,-88.4894,Oil,others
21190,61.3811,13.7312,Hydro,others
28860,30.4568,-81.7149,Storage,others
28203,42.791,-84.6957,Waste,others
32390,42.8992,-73.5989,Hydro,others
6450,39.8,121.48,Nuclear,others
34029,41.3469,-72.0411,Oil,others
25011,42.7083,-89.0208,Waste,others
16726,42.3507,140.993,Coal,others
8014,30.79,121.45,Gas,others
34261,46.7644,-89.5669,Gas,others
8265,29.0567,103.1558,Hydro,others
7170,23.8803,110.0564,Hydro,others
17781,-45.4167,169.95,Hydro,others
19072,41.4419,-7.4985,Hydro,others
27199,42.3844,-122.7718,Waste,others
4278,47.4055,-65.7918,Hydro,others
33577,32.8772,-117.2347,Biomass,others
7139,27.748,100.232,Hydro,others
12154,45.6828,5.1256,Biomass,others
24480,56.373,-3.8393,Hydro,others
7104,38.491,102.1687,Coal,others
29022,28.0638,-81.0972,Waste,others
34056,35.6021,-84.7895,Nuclear,others
20261,38.6871,-4.1073,Oil,others
7952,37.2423,110.5106,Gas,others
6568,31.6516,117.8225,Coal,others
13330,50.0874,7.1358,Hydro,others
20100,36.3846,126.4862,Coal,others
24786,38.5281,-87.2525,Coal,others
19286,45.1108,41.5506,Hydro,others
1515,-18.5025,-49.4931,Hydro,others
21796,37.9171,28.5297,Geothermal,others
15309,23.3026,81.0668,Coal,others
17103,41.4986,72.3641,Hydro,others
21150,62.4333,16.4833,Hydro,others
28728,43.9041,-116.2442,Hydro,others
17550,19.6183,-98.9764,Gas,others
3875,49.7676,-122.151,Hydro,others
1291,-1.413,-48.4363,Oil,others
9482,49.1245,16.1242,Hydro,others
4139,44.1442,-76.848,Gas,others
17951,61.5049,7.7003,Hydro,others
3927,53.736,-113.1734,Gas,others
25722,35.6647,-101.4354,Gas,others
18395,10.7235,122.5961,Coal,others
2323,-22.5667,-44.8631,Hydro,others
29288,55.3446,-131.6334,Hydro,others
34066,42.7094,-87.8853,Waste,others
17583,34.5983,-5.199,Hydro,others
9088,27.32,99.17,Hydro,others
32814,38.6276,-90.1934,Oil,others
25425,42.8475,-108.3136,Gas,others
32424,32.7144,-115.5356,Geothermal,others
16096,45.4314,12.2468,Coal,others
8209,26.793,117.8891,Hydro,others
5,34.641,69.717,Hydro,others
30092,37.5752,-108.574,Hydro,others
4221,46.7173,-75.9825,Hydro,others
18490,50.0468,18.7609,Gas,others
19823,14.717,-17.478,Oil,others
17574,43.2725,18.8422,Hydro,others
4811,-35.6853,-71.3699,Hydro,others
24862,35.9533,-120.86,Gas,others
1558,-30.8189,-51.7039,Biomass,others
15239,15.3771,73.877,Gas,others
576,-34.0481,150.9739,Waste,others
30218,43.5861,-84.2242,Gas,others
8797,36.423,79.5327,Hydro,others
17389,25.7403,-100.068,Gas,others
32811,35.0161,-106.6697,Gas,others
17050,46.829,74.9493,Coal,others
14317,24.6217,77.0357,Coal,others
20073,34.8895,127.7747,Gas,others
10732,46.1002,3.7168,Hydro,others
27221,29.6402,-98.0459,Hydro,others
32125,38.8933,-98.8569,Gas,others
3337,-19.8803,-46.8444,Oil,others
19983,-25.555,28.2376,Coal,others
9091,27.8958,98.6925,Hydro,others
30414,33.9684,-84.3827,Hydro,others
10184,60.9,26.6333,Hydro,others
29316,46.6497,-97.0095,Oil,others
26515,39.6125,-97.2778,Gas,others
34906,14.3611,108.7203,Hydro,others
18149,60.4986,7.1443,Hydro,others
7513,44.318,86.1689,Coal,others
9986,29.9364,32.472,Gas,others
25628,34.571,-93.1944,Hydro,others
34316,39.2877,-84.6803,Storage,others
29699,34.7792,-81.4561,Hydro,others
16146,45.9422,10.6403,Hydro,others
22939,53.1963,-1.3099,Waste,others
26188,33.1405,-117.3339,Gas,others
18384,8.5601,124.7465,Coal,others
2028,-25.7086,-51.9981,Hydro,others
11460,46.6793,5.778,Hydro,others
15743,-3.7316,103.7975,Coal,others
26546,44.6969,-123.2234,Waste,others
14132,24.1917,81.2875,Hydro,others
18857,38.9186,-9.0712,Waste,others
1722,-17.0778,-40.0853,Hydro,others
4971,-40.5567,-72.5161,Hydro,others
29154,37.4069,-122.0269,Gas,others
21207,47.3925,8.0442,Hydro,others
17051,46.4259,68.7007,Gas,others
24793,39.7579,-75.6221,Gas,others
10636,44.5849,2.066,Hydro,others
5126,36.0328,114.2806,Gas,others
1571,-27.6017,-51.3169,Hydro,others
1062,51.2089,3.2242,Waste,others
10146,61.0,28.5167,Hydro,others
899,47.5333,14.3667,Hydro,others
28102,40.0067,-79.041,Waste,others
14151,15.1831,76.7909,Coal,others
6807,28.5081,110.8014,Hydro,others
30528,32.9746,-102.7436,Gas,others
7525,24.3417,103.8244,Hydro,others
12608,49.9882,9.1558,Biomass,others
1510,-23.6367,-46.4621,Oil,others
32604,41.5417,-109.1328,Other,others
6019,27.745,98.6053,Hydro,others
9906,55.0206,9.4419,Coal,others
30337,41.51,-90.534,Gas,others
17793,-38.6266,176.1055,Geothermal,others
13877,40.6872,22.885,Gas,others
1031,50.5851,5.418,Biomass,others
24871,30.2012,-93.1269,Waste,others
17451,20.6979,-103.27,Hydro,others
18310,-12.0401,-77.0119,Gas,others
12567,48.6285,10.2009,Biomass,others
16454,45.1623,7.0085,Hydro,others
4467,46.5484,-72.4102,Hydro,others
10063,15.5786,39.4422,Oil,others
3461,-21.5457,-55.3871,Biomass,others
5472,26.82,107.26,Hydro,others
21437,38.3717,69.3481,Hydro,others
1033,50.936,4.0355,Gas,others
28398,40.5587,-96.7862,Gas,others
