maxrad,minrad,meanrad,maxdur,mindur,meandur,maxwind,minwind,meanwind,elevation,energy
27.82,8.52,18.65,46800.0,24543.71,36232.34,21.69,13.31,15.83,43.0,solar
29.9,12.92,22.19,46498.1,32068.19,39482.05,16.4,11.59,14.12,98.0,solar
21.88,1.92,11.78,50212.24,9397.68,27330.18,35.58,17.92,26.14,18.0,solar
23.89,14.22,18.49,41008.3,16355.56,32201.65,20.22,10.19,14.5,5.0,solar
23.28,15.0,18.91,41380.51,23277.04,33670.12,18.48,12.88,15.36,162.0,solar
22.17,2.09,11.76,49362.76,9003.74,27341.15,33.03,15.63,23.99,20.0,solar
21.64,1.84,11.46,46292.38,7756.28,25946.01,36.1,17.91,26.4,63.0,solar
20.79,1.73,11.05,45381.26,8212.05,25539.63,35.54,20.19,26.2,14.0,solar
23.3,11.47,17.75,40855.59,23969.75,34677.92,17.75,9.58,14.19,212.0,solar
27.62,8.84,18.92,48012.79,26337.2,37401.08,21.26,11.21,15.39,551.0,solar
24.03,12.92,19.22,41775.4,13165.3,33629.28,37.48,16.57,22.58,551.0,solar
29.25,7.41,18.69,47843.34,18310.15,35694.62,14.89,6.83,10.56,1195.0,solar
23.71,6.8,17.76,41349.57,3321.51,32298.24,23.95,13.79,17.93,495.0,solar
26.61,7.38,17.49,44737.97,23184.5,34410.22,39.11,18.99,24.72,193.0,solar
22.97,12.93,18.65,39975.12,13601.39,32314.17,31.28,16.63,19.91,644.0,solar
21.98,1.79,11.16,46462.84,8281.36,25399.82,36.54,19.02,26.44,98.0,solar
28.72,9.17,19.64,47449.68,24839.64,37068.62,21.6,10.12,14.05,1077.0,solar
25.98,14.28,20.3,41726.02,18560.15,33998.4,30.92,15.19,19.61,654.0,solar
22.0,1.95,11.8,45018.56,9876.13,27692.01,39.87,20.02,29.11,71.0,solar
27.71,6.88,17.3,48534.36,20751.81,34517.63,20.74,6.22,11.2,1177.0,solar
21.52,1.96,11.46,47805.18,8064.88,26377.84,34.67,16.47,25.4,103.0,solar
22.99,2.06,11.86,43441.19,9279.72,26260.12,40.03,22.45,29.03,70.0,solar
20.77,1.84,10.97,45219.52,7939.9,24471.15,33.71,19.45,25.18,94.0,solar
21.26,1.84,11.38,40847.1,7320.06,25281.38,36.4,17.94,26.4,125.0,solar
23.25,13.72,18.7,40310.65,12265.74,32541.6,30.38,13.08,19.11,487.0,solar
24.66,3.57,14.02,48470.73,16784.16,31800.62,8.75,6.03,7.24,900.0,solar
25.37,16.37,20.01,42363.33,27024.72,35810.54,30.12,7.2,18.41,277.0,solar
25.13,5.04,15.32,48169.21,17889.37,33480.41,17.98,9.36,15.24,1.0,solar
21.63,1.89,11.41,45454.76,7119.75,25768.97,33.73,16.35,24.84,106.0,solar
24.02,5.18,14.38,44441.32,13915.5,27745.24,26.16,6.59,19.03,3.0,solar
20.97,1.88,11.2,46073.18,7437.31,25779.83,31.27,18.05,23.31,25.0,solar
22.45,2.21,12.37,46676.96,10729.77,28320.3,35.72,17.82,25.8,26.0,solar
26.66,8.33,18.27,47284.18,22993.19,36511.4,18.64,9.43,13.3,230.0,solar
20.64,1.9,11.12,44233.33,7362.21,25025.29,31.91,16.72,23.63,41.0,solar
27.46,7.92,18.77,48295.74,23633.86,37454.8,20.54,10.11,14.28,2.0,solar
23.52,13.94,19.56,40029.07,18411.68,33983.22,31.63,16.03,20.82,468.0,solar
28.16,8.22,18.81,47044.03,23115.7,36432.17,22.66,12.37,16.54,451.0,solar
24.92,4.2,15.46,47363.77,14658.51,33088.68,25.37,13.79,20.24,33.0,solar
25.81,4.92,15.44,46403.12,18497.61,32591.74,17.24,9.25,13.41,25.0,solar
21.0,1.94,11.31,44862.0,7703.42,25586.88,34.52,17.22,25.59,117.0,solar
18.92,1.66,10.31,45965.94,6434.96,23413.85,35.9,19.88,26.61,282.0,solar
28.5,8.56,19.25,48845.57,24652.87,37669.49,12.31,5.87,9.23,1048.0,solar
27.08,7.06,17.76,48712.43,21655.85,36614.63,26.74,15.29,21.23,239.0,solar
28.54,7.81,18.82,48261.06,22825.12,36798.93,22.33,13.14,17.79,961.0,solar
28.08,7.08,17.84,46800.0,20766.07,34302.9,21.13,11.47,15.22,313.0,solar
25.75,4.38,15.57,48968.7,15574.86,33647.03,24.5,15.9,19.87,36.0,solar
23.61,2.71,12.83,49096.08,12042.36,28381.04,39.23,21.82,28.87,87.0,solar
25.45,4.51,15.42,48715.69,16952.39,33740.26,17.72,13.05,15.29,135.0,solar
28.65,7.75,18.56,47249.86,23295.3,35422.7,26.37,14.98,19.54,697.0,solar
21.2,2.24,11.71,43562.98,9213.42,26090.82,35.38,20.19,26.21,91.0,solar
24.76,14.19,18.77,40487.96,16740.88,31810.18,27.42,13.05,17.04,184.0,solar
23.05,2.12,12.28,49795.13,8580.59,27524.84,37.75,21.02,27.55,11.0,solar
23.14,2.11,11.9,49021.27,9188.75,27284.41,33.85,16.66,25.12,111.0,solar
21.22,2.3,11.79,43108.8,9540.72,26548.46,33.93,19.96,25.32,55.0,solar
19.58,1.53,10.37,36746.29,7827.1,23078.93,38.2,17.21,26.08,5.0,solar
20.24,1.78,10.53,42542.16,9031.06,24224.03,32.63,18.19,23.9,46.0,solar
23.09,14.04,18.58,40046.66,10901.57,32362.64,27.75,10.88,17.73,346.0,solar
19.55,1.79,10.7,45105.76,7825.47,24443.51,32.5,16.46,23.16,125.0,solar
22.22,2.03,11.84,50060.12,8293.21,27095.13,34.07,19.67,25.13,45.0,solar
21.22,1.86,11.13,47526.15,6937.33,25221.71,33.03,19.8,25.15,211.0,solar
21.2,2.22,11.44,43857.46,9045.89,24709.14,38.28,20.91,27.26,136.0,solar
24.89,12.06,19.75,40874.55,11054.06,33375.95,36.25,15.84,22.04,521.0,solar
23.61,11.61,19.09,40628.39,11906.74,33478.29,35.96,17.13,22.73,502.0,solar
20.51,1.55,10.5,42377.78,8619.58,24503.52,31.97,18.64,24.53,44.0,solar
21.36,2.19,11.6,43840.48,10523.62,26722.09,34.05,18.11,24.96,66.0,solar
24.25,13.02,19.25,41358.53,16856.9,33889.98,35.64,13.18,21.26,620.0,solar
23.79,11.94,18.62,41659.46,6084.58,32415.4,19.37,8.32,14.57,211.0,solar
23.88,2.44,12.46,46170.43,8552.83,27141.6,28.92,16.07,21.37,213.0,solar
27.16,6.64,17.63,48327.37,21878.14,36529.28,24.32,14.57,20.43,52.0,solar
24.9,12.48,18.36,43200.0,28563.21,34290.51,26.05,9.77,18.66,152.0,solar
28.26,7.18,17.87,46805.43,21078.71,34339.99,21.29,11.73,15.68,407.0,solar
25.02,3.13,14.95,48644.6,8898.07,31651.86,27.94,16.81,21.32,-24.0,solar
23.16,12.8,18.22,39448.37,14854.02,33440.84,20.46,10.76,15.03,392.0,solar
23.94,2.33,12.42,49620.34,10731.95,28535.16,38.99,21.32,28.41,38.0,solar
22.56,2.29,12.02,48108.66,9944.74,27357.05,33.54,19.82,24.91,20.0,solar
21.32,2.39,11.81,44885.64,9838.32,25933.1,38.85,22.48,29.06,68.0,solar
21.19,2.0,11.53,47948.06,7928.07,26365.87,33.85,17.21,25.02,97.0,solar
21.8,1.97,11.65,43715.04,8286.86,26021.04,35.85,16.6,25.87,73.0,solar
21.43,2.36,11.92,43672.07,9887.37,26999.33,32.99,19.97,24.89,33.0,solar
19.62,1.86,10.59,43020.98,8232.58,24074.46,31.97,17.98,24.15,123.0,solar
22.77,2.15,12.24,48752.3,8347.79,27791.17,36.5,20.56,26.55,4.0,solar
22.84,11.72,18.31,38750.42,12650.06,34207.72,27.42,14.8,19.51,174.0,solar
21.68,2.13,11.83,49692.62,10062.63,27848.97,36.27,18.04,26.39,52.0,solar
19.23,1.37,10.05,39989.46,7626.19,24004.66,33.9,17.79,24.89,55.0,solar
23.7,4.24,14.47,46740.71,14298.62,30484.89,16.43,9.57,11.85,139.0,solar
23.64,12.02,18.63,41682.42,4755.46,32455.99,17.69,5.95,13.1,219.0,solar
25.16,12.11,19.35,42010.22,12973.71,34429.61,36.6,19.66,25.46,29.0,solar
24.49,14.44,19.77,41178.79,27950.8,35798.62,21.76,13.27,17.25,34.0,solar
21.06,1.87,11.38,40080.89,7738.71,25274.2,36.22,17.41,26.37,44.0,solar
22.56,2.21,12.38,46800.0,10036.8,28301.69,39.69,20.4,28.76,23.0,solar
27.49,8.48,18.85,48089.46,25253.62,37720.85,21.47,10.02,15.25,23.0,solar
20.98,1.52,10.59,43402.55,6692.74,24275.51,35.49,18.05,25.59,64.0,solar
23.76,2.25,12.43,48659.14,9975.22,28416.81,37.21,21.11,27.19,10.0,solar
23.07,13.2,18.47,40090.7,13894.12,32575.47,27.84,13.93,17.91,565.0,solar
26.08,6.2,16.7,47683.01,20180.1,34924.31,36.15,16.13,22.18,334.0,solar
25.48,16.3,20.04,42127.23,27628.02,35601.49,19.75,6.04,13.53,128.0,solar
29.41,11.41,20.8,46089.4,30012.13,38136.82,18.92,12.36,16.36,320.0,solar
23.31,11.25,17.68,40582.09,22926.16,34240.82,17.88,9.77,14.3,218.0,solar
26.5,6.89,17.26,48552.27,22878.47,36219.9,26.17,10.31,19.19,354.0,solar
21.46,1.96,11.38,44611.96,7722.66,25613.23,33.55,17.89,24.6,77.0,solar
21.88,1.89,11.86,48848.93,8915.39,27391.64,37.81,21.0,27.97,61.0,solar
25.09,15.46,20.35,41715.42,28564.37,35760.65,31.03,10.61,18.85,211.0,solar
28.52,8.23,18.51,46800.0,23572.75,35732.35,25.81,15.8,19.1,591.0,solar
26.57,5.97,16.56,47542.87,22289.68,35061.96,23.69,9.44,16.75,29.0,solar
25.12,7.52,15.53,46269.32,19610.68,29345.49,26.72,16.46,22.43,5.0,solar
26.1,10.07,15.85,45924.11,19667.76,29538.09,20.08,12.12,16.81,30.0,solar
29.44,10.81,20.57,46903.92,29447.79,38468.95,11.42,7.59,10.0,-198.0,solar
24.33,10.19,16.86,41973.41,28820.55,34654.71,11.31,4.78,7.91,579.0,solar
27.09,7.55,17.51,44680.45,23926.87,34534.84,25.84,17.41,20.45,94.0,solar
20.23,1.83,10.74,44880.31,8631.98,24888.71,31.84,17.71,23.13,95.0,solar
22.2,14.46,18.72,41224.85,21553.26,33988.42,22.37,12.43,15.98,116.0,solar
22.97,10.43,18.31,40185.16,7805.04,32528.73,24.52,11.48,15.72,343.0,solar
28.6,7.86,18.4,47287.49,22423.31,35099.83,24.05,12.66,17.28,648.0,solar
21.22,1.85,11.15,47149.42,6845.56,25302.85,32.87,19.29,24.71,148.0,solar
21.58,2.28,11.67,45631.26,9715.49,25869.03,40.83,22.31,29.33,138.0,solar
21.59,2.14,11.69,46085.19,8487.72,26549.0,34.16,20.34,25.54,151.0,solar
21.32,2.0,11.55,45898.58,8077.57,26472.63,35.87,17.88,26.4,116.0,solar
25.97,14.88,20.04,41493.42,20956.48,34395.01,27.47,13.7,18.42,431.0,solar
27.3,6.97,17.86,48421.45,23243.71,37037.23,21.29,9.82,16.97,64.0,solar
28.52,8.58,18.87,46911.17,25334.45,36833.0,30.56,17.68,22.05,249.0,solar
23.81,8.1,15.39,46111.13,25207.74,31769.46,25.43,11.28,18.62,0.0,solar
23.31,2.56,12.73,47306.54,11082.04,27225.71,43.04,23.49,31.56,95.0,solar
25.01,14.95,20.28,41390.61,28931.55,35377.88,33.62,12.77,19.82,174.0,solar
23.55,12.33,18.28,40768.43,10055.13,31962.26,19.5,11.04,16.19,3.0,solar
23.51,13.0,18.35,41063.28,13395.6,32139.52,19.63,10.11,14.95,3.0,solar
25.19,5.65,14.73,45773.64,16341.09,29170.63,26.24,8.49,19.55,3.0,solar
26.71,6.7,17.23,47616.69,23443.22,36354.71,17.1,11.36,13.51,9.0,solar
23.98,12.74,18.94,40559.43,13319.31,32205.39,31.46,15.86,19.93,506.0,solar
21.7,2.28,11.93,45602.65,9789.89,27237.66,34.7,20.27,25.8,77.0,solar
24.7,4.04,15.26,46849.87,13905.26,32791.01,25.87,16.44,20.3,13.0,solar
22.92,12.37,18.47,38627.53,15879.91,34528.29,27.7,14.48,19.46,191.0,solar
21.76,1.91,11.6,45147.03,7941.54,26242.46,36.04,17.7,26.18,84.0,solar
21.78,2.26,11.82,44748.06,9591.37,26782.93,34.64,18.61,25.24,29.0,solar
21.39,1.89,11.51,46155.97,7614.29,26349.96,35.68,16.97,25.95,113.0,solar
21.44,1.95,11.45,47126.07,7913.63,26257.97,33.68,15.25,24.62,80.0,solar
25.19,9.05,16.04,45143.06,23583.55,30957.22,21.67,8.67,17.52,3.0,solar
22.98,12.87,18.58,38666.39,17385.82,34631.35,28.54,15.06,20.1,225.0,solar
19.29,1.33,9.98,39709.24,7250.7,23761.05,31.09,17.07,23.43,19.0,solar
22.64,2.63,12.45,48028.08,11477.03,27852.34,36.54,19.65,26.86,47.0,solar
16.69,1.24,9.33,32707.67,6489.45,21339.88,32.77,21.09,26.72,195.0,solar
23.75,14.1,19.3,41193.78,17324.95,33759.92,30.6,14.62,19.54,598.0,solar
22.57,13.06,18.6,39276.23,12124.7,32266.76,30.4,13.83,18.87,575.0,solar
21.16,1.92,11.27,46407.7,7409.3,25836.67,33.08,18.78,24.85,19.0,solar
24.04,8.13,14.92,45239.68,24286.09,29845.37,16.1,7.9,11.82,340.0,solar
21.46,2.32,11.89,43294.51,9618.59,26872.14,35.02,20.45,26.26,250.0,solar
23.05,2.12,12.28,49795.13,8580.59,27524.84,37.75,21.02,27.55,11.0,solar
22.58,2.05,11.99,48388.59,8137.22,27063.3,36.08,20.03,26.16,8.0,solar
23.85,14.05,18.41,40839.08,18137.62,32561.2,18.74,11.1,14.89,3.0,solar
22.04,1.89,11.25,46048.7,7901.54,25221.46,35.14,18.17,25.49,82.0,solar
28.79,11.68,20.85,46651.8,31587.76,38976.5,18.6,9.45,13.53,-144.0,solar
16.81,1.47,9.76,40593.0,7461.23,23444.08,31.2,19.1,24.15,61.0,solar
28.22,6.74,17.83,46800.0,19446.71,34304.5,21.66,13.15,16.4,184.0,solar
25.24,9.11,17.54,46412.59,23463.11,33616.42,22.99,15.23,18.61,121.0,solar
28.56,7.81,18.57,47449.36,22621.27,35586.17,24.01,14.72,18.25,722.0,solar
20.38,1.52,10.34,41806.33,8392.1,23588.28,32.94,18.63,24.36,121.0,solar
25.25,9.35,15.4,45263.05,23756.83,30142.94,23.31,10.2,17.17,163.0,solar
26.25,6.52,17.01,48348.24,21933.13,36000.57,22.0,8.34,14.2,157.0,solar
25.15,17.04,21.19,41600.74,27267.38,36869.0,30.56,10.62,18.92,17.0,solar
23.97,12.61,18.9,40499.86,11989.43,32110.09,32.38,15.36,19.91,512.0,solar
23.49,12.04,18.29,40259.34,25374.52,34864.4,23.98,12.32,18.35,129.0,solar
21.23,1.69,11.2,44617.6,7912.89,25506.86,38.14,18.91,26.34,3.0,solar
22.94,12.68,18.17,39548.26,23301.37,33834.59,19.41,10.61,14.99,211.0,solar
24.32,16.14,19.6,40398.43,27363.42,34049.16,6.63,4.53,5.28,221.0,solar
26.53,7.22,17.34,48093.68,24529.67,36665.42,17.87,10.4,15.56,37.0,solar
25.21,16.55,19.92,42119.17,27152.9,35220.9,18.81,7.09,11.66,34.0,solar
25.71,13.93,20.26,41448.1,15834.48,34068.19,31.4,16.08,19.89,566.0,solar
25.94,6.04,16.62,47710.06,20037.17,34359.59,32.36,15.4,20.47,348.0,solar
16.51,1.3,9.38,33202.12,6461.54,22021.16,31.92,19.89,25.32,19.0,solar
21.48,1.93,11.65,46230.29,8185.23,26975.36,36.05,19.29,26.25,47.0,solar
22.84,12.38,18.56,39328.88,9517.27,32049.19,32.3,14.57,19.55,610.0,solar
28.72,9.17,19.64,47449.68,24839.64,37068.62,21.6,10.12,14.05,1054.0,solar
28.67,6.28,17.58,47956.99,20462.33,34104.72,25.94,14.75,19.92,859.0,solar
20.96,1.86,10.99,47538.44,7389.09,24408.44,32.66,19.08,24.53,182.0,solar
28.49,7.7,18.4,47980.07,22069.02,35117.54,24.9,17.17,20.5,730.0,solar
21.74,1.76,11.03,46061.24,8052.39,25342.78,35.98,18.42,26.06,71.0,solar
20.27,1.85,10.96,43872.18,7178.21,24723.92,31.26,15.86,23.15,39.0,solar
28.28,7.78,18.21,46684.93,22667.38,35404.27,20.03,13.62,16.25,129.0,solar
18.18,1.67,10.14,39090.2,6997.16,22282.45,32.38,17.7,24.31,261.0,solar
26.27,14.71,20.22,41705.34,19638.42,34211.06,32.16,15.65,20.42,619.0,solar
21.3,2.27,11.61,46248.53,9488.08,26185.11,39.25,21.86,28.12,147.0,solar
19.08,1.39,10.14,41951.39,7611.15,24181.37,34.86,17.59,25.2,120.0,solar
25.66,14.04,20.22,41485.46,16017.45,34015.65,31.64,16.5,20.31,551.0,solar
23.05,2.12,12.28,49795.13,8580.59,27524.84,37.75,21.02,27.55,40.0,solar
21.96,2.05,11.7,45855.83,8227.7,26112.71,34.76,20.25,25.88,183.0,solar
22.01,8.99,15.23,45707.65,24639.79,30575.38,19.87,10.13,15.21,23.0,solar
23.14,2.14,13.56,47558.76,6601.75,29936.0,30.36,17.84,24.6,170.0,solar
23.14,11.0,17.32,41108.91,23035.23,34145.0,18.18,8.45,13.54,197.0,solar
24.02,6.41,17.81,41503.52,2050.3,32215.65,23.84,15.01,18.57,500.0,solar
21.19,2.21,11.65,43736.36,10662.45,27099.75,34.87,17.84,25.22,13.0,solar
28.37,7.13,18.17,47061.03,20636.89,34823.97,24.26,13.32,18.08,622.0,solar
25.97,14.88,20.04,41493.42,20956.48,34395.01,27.47,13.7,18.42,432.0,solar
19.83,1.81,10.88,40561.85,8436.43,25338.83,36.11,17.18,26.66,125.0,solar
20.34,1.77,10.77,45270.64,7711.41,24273.56,33.45,18.81,24.54,158.0,solar
24.42,2.33,12.55,49234.0,10512.4,28223.68,39.23,21.8,28.49,48.0,solar
27.31,7.53,18.26,47479.41,24149.75,36600.06,18.77,8.54,14.42,279.0,solar
21.0,1.94,11.31,44862.0,7703.42,25586.88,34.52,17.22,25.59,119.0,solar
21.3,1.78,11.0,46321.11,8258.91,25369.76,36.32,18.72,26.91,154.0,solar
23.7,11.0,18.46,41214.37,6141.5,32108.54,22.83,14.14,19.26,113.0,solar
22.23,2.17,12.85,47607.23,7322.54,28551.11,26.86,15.21,21.55,485.0,solar
25.41,5.81,15.0,48370.75,15963.76,29846.4,24.95,15.87,20.71,239.0,solar
28.3,7.78,18.1,46919.79,22229.68,34820.0,19.59,12.98,16.0,184.0,solar
24.39,14.15,19.32,40727.93,18643.81,33712.65,27.56,13.69,18.54,295.0,solar
27.35,7.94,18.61,48304.67,24381.77,37570.76,20.38,13.01,15.77,119.0,solar
23.99,12.82,18.96,40229.0,13495.97,32010.92,30.55,15.48,19.33,528.0,solar
21.92,2.19,11.65,45233.0,9120.18,25295.15,39.09,21.39,28.08,156.0,solar
23.86,2.28,12.24,49519.73,9624.36,27360.87,35.82,20.64,26.55,48.0,solar
22.32,2.04,12.11,44561.8,7000.16,26766.54,31.13,16.66,22.91,227.0,solar
22.99,11.69,18.55,39081.79,8694.37,31838.06,32.09,15.83,20.05,615.0,solar
21.31,1.98,11.44,45829.86,7912.39,25944.11,33.61,17.32,24.86,60.0,solar
23.12,11.25,17.36,40964.27,21356.32,33960.84,18.44,8.8,13.83,189.0,solar
24.07,13.92,19.43,40593.52,13341.69,33688.15,28.62,14.92,18.68,322.0,solar
22.03,1.95,12.01,50042.74,9719.59,27945.7,37.03,18.78,27.23,38.0,solar
25.27,12.44,19.16,42722.52,13597.65,34090.32,33.04,15.25,22.11,143.0,solar
20.56,1.89,10.76,45457.54,9719.56,24831.22,32.75,18.05,24.03,121.0,solar
20.65,5.45,13.96,41242.3,16471.3,28401.6,20.25,8.93,15.34,168.0,solar
24.19,4.29,14.35,47371.51,16550.69,31799.99,13.32,10.03,11.64,47.0,solar
27.86,7.96,18.08,46026.95,23724.06,35278.76,21.25,14.91,17.7,111.0,solar
22.86,2.31,12.53,48560.06,10744.92,28687.07,37.85,19.32,27.11,34.0,solar
20.66,1.68,10.77,43362.38,7587.83,24661.88,33.55,18.37,25.05,75.0,solar
22.1,14.0,17.91,41338.05,19869.08,32791.81,17.18,11.03,14.0,196.0,solar
28.1,7.55,17.87,46427.46,22395.1,34407.63,22.37,15.72,18.49,232.0,solar
24.01,2.28,12.76,50092.58,9758.1,28875.97,42.79,22.73,30.65,5.0,solar
20.72,1.64,11.52,42374.98,7232.97,26398.92,34.81,17.8,26.33,0.0,solar
21.45,2.2,11.81,43300.13,10429.93,27032.57,33.59,16.41,24.43,23.0,solar
28.42,8.6,18.93,47044.28,26180.64,37061.04,34.36,16.18,22.34,59.0,solar
22.62,2.19,11.87,48242.82,8813.93,26576.86,33.69,17.93,24.87,82.0,solar
22.54,2.16,11.82,49288.24,8720.91,26695.15,33.63,18.35,24.97,105.0,solar
26.33,18.34,22.51,41739.39,36349.71,38644.17,25.26,14.82,19.8,1424.0,solar
23.25,5.17,14.41,46984.74,19297.12,31710.33,10.72,7.22,8.89,250.0,solar
21.13,1.97,11.41,47036.68,7810.37,25869.66,34.45,16.91,25.39,106.0,solar
20.74,1.62,10.98,41445.96,8157.76,24828.85,39.15,18.92,27.35,10.0,solar
20.86,1.73,11.01,45120.16,8192.95,25614.99,35.23,19.11,25.58,8.0,solar
21.2,1.74,10.76,45240.16,8736.78,24845.83,34.15,15.47,23.81,5.0,solar
24.75,6.19,17.23,42449.94,0.0,29022.16,25.42,11.42,14.61,613.0,solar
28.13,8.12,18.46,46713.03,23701.06,35814.71,20.7,10.44,14.5,162.0,solar
23.03,8.66,18.23,38729.25,5928.91,33623.34,29.29,15.62,20.56,284.0,solar
28.23,7.22,17.94,46800.0,21561.82,34846.47,21.73,12.32,15.88,377.0,solar
26.41,6.32,16.9,48138.99,20018.16,35357.84,40.36,17.46,23.55,299.0,solar
25.32,15.05,19.86,41154.21,21269.5,34158.83,33.11,16.21,21.17,240.0,solar
21.48,1.97,11.47,47223.77,8055.67,26290.17,34.73,17.9,25.4,49.0,solar
23.07,2.06,13.01,48543.06,7102.22,29772.3,27.15,14.95,21.41,100.0,solar
23.16,13.76,18.55,39813.06,15137.59,31989.65,29.01,13.6,19.54,456.0,solar
20.3,1.77,11.25,40459.35,8886.45,25177.25,38.09,22.6,28.25,1.0,solar
20.01,1.55,10.52,38153.03,7458.21,23757.59,35.85,17.26,25.12,4.0,solar
28.45,7.92,18.85,48527.35,24741.86,37515.58,13.85,7.78,11.05,642.0,solar
25.19,9.05,16.04,45143.06,23583.55,30957.22,21.67,8.67,17.52,4.0,solar
23.82,9.02,15.5,46768.03,18532.49,29650.98,18.3,9.49,14.86,102.0,solar
28.73,16.28,22.81,43859.37,34606.91,39106.86,25.36,18.14,21.59,1267.0,solar
25.81,4.52,16.3,47969.3,19193.25,35518.71,12.48,6.26,8.42,1806.0,solar
23.43,8.3,18.14,39490.71,3524.91,32991.52,30.28,16.72,20.36,131.0,solar
24.08,8.12,18.02,41261.46,6356.99,32873.12,22.54,12.06,16.55,532.0,solar
23.06,13.01,18.65,38633.06,15764.01,34560.55,29.08,15.8,20.57,219.0,solar
28.54,11.02,20.22,45561.6,30114.67,38054.61,16.05,9.94,13.47,67.0,solar
27.24,9.05,18.75,47273.35,24440.47,37049.49,21.6,12.47,14.84,147.0,solar
19.93,1.57,10.72,40903.76,7813.94,23780.0,39.02,17.98,27.53,18.0,solar
25.64,14.01,20.19,41460.1,16906.11,34199.76,32.34,17.3,20.88,575.0,solar
24.56,7.55,15.33,45974.79,18882.99,28666.08,19.51,8.76,15.1,47.0,solar
27.39,8.28,18.63,48348.12,25442.77,37546.76,18.92,11.63,15.04,15.0,solar
21.29,1.84,11.5,46544.14,8422.06,26745.5,35.38,19.17,25.79,0.0,solar
24.39,14.15,19.32,40727.93,18643.81,33712.65,27.56,13.69,18.54,289.0,solar
27.98,8.21,18.54,46790.89,23906.71,36207.36,23.68,13.89,17.71,92.0,solar
21.33,2.22,11.6,43127.28,10459.29,26373.87,35.22,17.62,25.5,26.0,solar
21.2,1.74,10.95,45655.76,8731.51,25296.89,36.76,16.52,25.48,60.0,solar
25.64,14.01,20.19,41460.1,16906.11,34199.76,32.34,17.3,20.88,584.0,solar
24.86,11.7,19.72,40782.18,10392.08,33253.18,36.8,16.06,22.35,727.0,solar
23.82,9.65,16.0,44513.17,23153.1,31129.04,30.92,8.14,22.1,36.0,solar
21.61,2.04,11.6,46538.55,8836.67,26407.07,35.02,19.4,25.6,60.0,solar
28.72,11.24,20.46,45398.79,30353.87,38416.22,18.09,11.79,15.46,116.0,solar
21.2,1.55,10.69,43020.42,6950.74,24183.54,36.29,19.29,26.48,135.0,solar
24.56,14.95,20.03,41006.47,27794.14,35163.12,20.28,11.72,15.2,59.0,solar
23.42,9.5,15.74,45662.81,21682.81,30911.72,28.45,13.07,21.89,3.0,solar
27.2,6.63,17.63,48400.5,22183.94,36627.65,24.43,14.88,20.59,76.0,solar
21.04,2.28,11.36,46172.04,9598.65,25492.57,33.63,19.46,25.69,22.0,solar
22.87,7.02,15.12,45192.0,17228.43,28706.37,25.2,13.1,19.44,2.0,solar
24.49,14.16,19.4,40709.54,17574.0,33583.75,30.21,14.76,20.06,302.0,solar
24.31,4.2,14.45,46757.96,15122.2,31590.05,14.31,9.88,11.91,33.0,solar
21.41,1.87,11.43,43208.34,7760.71,25510.72,36.44,18.64,26.74,156.0,solar
24.49,14.16,19.4,40709.54,17574.0,33583.75,30.21,14.76,20.06,302.0,solar
24.51,2.33,12.95,49205.84,10016.78,29102.96,40.8,21.81,29.3,3.0,solar
26.53,15.23,21.19,43172.86,32663.02,37406.44,21.42,12.56,16.5,116.0,solar
21.15,1.7,10.92,44555.6,7711.26,24924.85,36.58,18.34,25.99,57.0,solar
21.2,1.55,10.69,43020.42,6950.74,24183.54,36.29,19.29,26.48,136.0,solar
23.26,12.69,18.68,39240.68,12610.99,32046.22,32.78,17.22,21.15,643.0,solar
22.13,2.19,11.83,47309.68,8905.98,26304.66,34.25,19.55,25.31,173.0,solar
26.31,6.31,16.78,48229.44,22909.27,35303.04,23.13,12.5,17.98,265.0,solar
21.04,2.28,11.36,46172.04,9598.65,25492.57,33.63,19.46,25.69,95.0,solar
23.03,11.01,18.44,38994.1,12297.97,34086.21,28.97,16.29,20.38,246.0,solar
21.61,2.29,11.88,45801.15,9619.72,26651.84,34.8,19.65,25.83,94.0,solar
21.92,2.43,11.87,47840.18,10613.06,27045.87,37.54,20.86,27.79,65.0,solar
22.28,2.25,11.92,48215.5,9621.39,27272.12,34.02,19.66,25.22,65.0,solar
21.45,2.33,11.59,41669.07,9253.23,25118.03,37.68,21.69,27.76,148.0,solar
21.25,2.32,11.77,44989.04,9557.96,26042.0,39.51,22.94,29.14,158.0,solar
25.84,14.7,19.99,41504.26,20577.69,34495.82,26.23,13.63,17.7,376.0,solar
25.95,15.17,20.87,42191.75,33368.25,37137.64,18.99,12.31,16.19,823.0,solar
21.12,1.84,11.57,43185.22,7906.44,26084.43,35.3,18.29,25.68,1.0,solar
21.91,2.21,12.05,43746.64,10263.61,27347.85,36.0,17.98,26.15,21.0,solar
25.64,14.01,20.19,41460.1,16906.11,34199.76,32.34,17.3,20.88,573.0,solar
27.84,8.25,18.47,46800.0,24175.68,35923.82,22.62,14.54,16.94,100.0,solar
26.57,6.54,17.09,48057.74,24073.96,35763.63,24.55,13.24,18.45,33.0,solar
26.61,7.38,17.49,44737.97,23184.5,34410.22,39.11,18.99,24.72,147.0,solar
19.58,1.87,10.6,44452.0,7973.02,24463.42,33.51,18.24,25.03,9.0,solar
21.92,2.43,11.87,47840.18,10613.06,27045.87,37.54,20.86,27.79,35.0,solar
29.5,8.52,19.29,48493.92,23748.87,37417.97,15.4,8.45,11.46,1322.0,solar
