index,latitude,longitude,primary_fuel
3244,-2.801,-41.7917,Wind
5069,-22.4803,-68.8236,Wind
3242,-4.9618,-37.0355,Wind
31307,37.7104,-104.5055,Wind
5077,43.35,115.9,Wind
3228,-14.3381,-42.5911,Wind
3245,-2.8222,-41.8039,Wind
3222,-3.5448,-38.8887,Wind
3221,-3.5283,-38.8985,Wind
3220,-3.5103,-38.9164,Wind
3211,-14.1026,-42.6107,Wind
3207,-14.3776,-42.6094,Wind
31288,41.121,-84.751,Wind
31287,41.0253,-84.7792,Wind
31285,40.6307,-78.6961,Wind
31284,35.4275,-101.2531,Wind
31283,35.4428,-101.3728,Wind
31299,42.8253,-115.0108,Wind
31322,40.986,-103.436,Wind
3261,-3.2217,-39.29,Wind
5060,-31.3256,-71.611,Wind
3306,-5.0727,-35.888,Wind
31368,36.1743,-99.3492,Wind
33034,42.2081,-93.5994,Wind
31362,35.4156,-112.2711,Wind
3305,-5.0971,-35.752,Wind
3304,-5.0946,-35.767,Wind
31359,40.6319,-97.6427,Wind
3303,-5.0904,-35.782,Wind
3302,-5.0903,-35.798,Wind
3301,-5.0825,-35.81,Wind
33041,40.9969,-88.49,Wind
3300,-5.0806,-35.8258,Wind
31340,27.0702,-97.5077,Wind
3299,-5.1072,-35.889,Wind
31339,27.1197,-97.5499,Wind
5044,-30.8734,-71.5915,Wind
31334,48.9969,-97.2416,Wind
5045,-30.8631,-71.5984,Wind
5046,-25.0595,-69.8485,Wind
3298,-5.0774,-35.8398,Wind
31324,43.452,-83.5072,Wind
3366,-7.3034,-40.5364,Wind
3367,-7.4237,-40.6715,Wind
31499,33.7389,-101.485,Wind
3368,-7.5697,-40.7032,Wind
3399,-5.2262,-35.7852,Wind
3398,-5.4873,-35.9001,Wind
3397,-7.555,-40.7257,Wind
3396,-7.5946,-40.7304,Wind
31653,41.2294,-89.5572,Wind
31651,44.4181,-117.255,Wind
3395,-7.5533,-40.7255,Wind
32878,42.8258,-99.7775,Wind
3394,-7.7599,-40.6733,Wind
3400,-8.7263,-36.6999,Wind
4789,-31.2883,-71.6023,Wind
31636,42.4789,-71.9,Wind
4790,-31.3136,-71.6011,Wind
3392,-7.7482,-40.6296,Wind
3391,-5.2337,-35.7899,Wind
32885,44.4156,-70.5598,Wind
3390,-7.6715,-40.6583,Wind
3389,-7.6517,-40.6473,Wind
3388,-7.6068,-40.6486,Wind
31617,37.55,-98.8,Wind
3393,-7.7283,-40.6584,Wind
3401,-8.7093,-36.7337,Wind
3402,-8.7126,-36.7162,Wind
32862,39.1042,-114.4922,Wind
32843,35.2375,-102.2031,Wind
4712,47.0329,-64.0168,Wind
32844,47.3333,-110.6392,Wind
32851,40.983,-102.9647,Wind
32852,40.9642,-103.0772,Wind
3406,-8.7459,-36.7256,Wind
3405,-8.7611,-36.7124,Wind
4717,46.7197,-64.3694,Wind
4718,46.6665,-64.3968,Wind
31694,42.6733,-90.2653,Wind
4719,42.9993,-79.5035,Wind
4736,44.0045,-80.1628,Wind
4737,44.4078,-64.4662,Wind
3404,-8.7799,-36.7566,Wind
4743,51.2214,-112.5779,Wind
4745,44.179,-76.4725,Wind
4753,42.9238,-81.9063,Wind
31677,32.5886,-100.6728,Wind
4764,-45.526,-72.1046,Wind
3403,-8.7035,-36.7626,Wind
31668,18.1868,-65.6948,Wind
3387,-7.4093,-40.6951,Wind
31282,27.0011,-97.5994,Wind
31612,43.8864,-98.7875,Wind
31611,47.9336,-101.2692,Wind
4860,-37.5107,-72.4937,Wind
4861,-42.2704,-73.9401,Wind
3377,-7.483,-40.7998,Wind
3376,-7.4387,-40.7083,Wind
32934,44.0256,-96.4303,Wind
3375,-7.5977,-40.7325,Wind
31526,42.5842,-94.7467,Wind
31524,41.1653,-97.5702,Wind
3374,-7.413,-40.6686,Wind
4849,-30.5793,-71.6981,Wind
32943,32.2353,-101.8367,Wind
32945,45.51,-120.48,Wind
3372,-7.3709,-40.6742,Wind
31516,42.5681,-94.6581,Wind
3371,-7.4517,-40.7441,Wind
3370,-7.4513,-40.6864,Wind
4898,-37.6861,-73.6491,Wind
4910,-31.0299,-71.6571,Wind
3369,-7.4377,-40.7465,Wind
31504,43.805,-92.7697,Wind
3373,-7.5266,-40.7442,Wind
3378,-7.486,-40.754,Wind
31563,36.4144,-101.3864,Wind
3379,-7.4104,-40.7109,Wind
31610,43.5958,-95.3833,Wind
31609,41.4369,-92.7038,Wind
3385,-7.3723,-40.7072,Wind
31605,43.6861,-92.6272,Wind
32921,44.4622,-93.1928,Wind
31603,43.8282,-96.3216,Wind
31601,37.9788,-95.2244,Wind
31595,41.9877,-98.2104,Wind
31594,41.9877,-98.2104,Wind
31593,41.9517,-98.0767,Wind
3384,-7.645,-40.6371,Wind
31583,42.7033,-112.7578,Wind
31582,42.7389,-112.7486,Wind
3383,-7.6525,-40.6276,Wind
3382,-7.4588,-40.7237,Wind
31574,32.9254,-101.2194,Wind
31573,38.8417,-98.2994,Wind
3381,-7.4778,-40.7674,Wind
